COVID-19 Legislation,Region,Official Description,Source Link,Status Text,Last Timeline Action,Last Timeline Action Date,Internal Quorum Link
H.D.5024: An Act Authorizing Remote Participation At Representative Town Meetings Due To The Covid-19 Emergency,Massachusetts,"By Representatives Ciccolo of Lexington and Vitolo of Brookline, a petition (subject to Joint Rule 12) of Michelle L. Ciccolo, Tommy Vitolo and others relative to authorizing remote participation at representative town meetings due to the COVID-19 emergency. Municipalities and Regional Government.",https://malegislature.gov/Bills/191/HD5024,Introduced or Prefiled,"Reported, referred to the committee on Joint Rules, reported, rules suspended and referred to the committee on Municipalities and Regional Government",4/23/20,https://quorum.us/bill/2724465
S.F.4505: COVID-19 business license variances establishment,Minnesota,COVID-19 business license variances establishment,https://www.revisor.mn.gov/bills/bill.php?b=Senate&f=SF4505&ssn=0&y=2019,Introduced or Prefiled,Referred to Jobs and Economic Growth Finance and Policy,4/23/20,https://quorum.us/bill/2727817
S.F.4511: COVID-19 reopening of businesses for safe operation,Minnesota,COVID-19 reopening of businesses for safe operation,https://www.revisor.mn.gov/bills/bill.php?b=Senate&f=SF4511&ssn=0&y=2019,Introduced or Prefiled,Referred to Jobs and Economic Growth Finance and Policy,4/23/20,https://quorum.us/bill/2727813
H.4672: An Act Addressing Covid-19 Data Collection And Disparities In Treatment,Massachusetts,An Act Addressing Covid-19 Data Collection And Disparities In Treatment,https://malegislature.gov/Bills/191/H4672,Passed Original Chamber,Read; and referred to the committee on Senate Ways and Means,4/23/20,https://quorum.us/bill/2727929
S.F.4481: Small business loan transfers modification; emergency small business grants and loans appropriation,Minnesota,Small business loan transfers modification; emergency small business grants and loans appropriation,https://www.revisor.mn.gov/bills/bill.php?b=Senate&f=SF4481&ssn=0&y=2019,Out of Committee,Comm report: Adopt previous comm report Jt. rule 2.03 suspended,4/23/20,https://quorum.us/bill/2724779
S.182: An act relating to government operations regarding emergency medical services and public safety in response to COVID-19,Vermont,An act relating to a plan to elevate the Department of Public Safety to the Agency of Public Safety,http://legislature.vermont.gov/bill/status/2020/S.182,Passed Original Chamber,Read First Time and Referred to the Committee on Government Operations,4/23/20,https://quorum.us/bill/2655386
S.F.4517: COVID-19 manufacturers producing products immunity defense creation,Minnesota,COVID-19 manufacturers producing products immunity defense creation,https://www.revisor.mn.gov/bills/bill.php?b=Senate&f=SF4517&ssn=0&y=2019,Introduced or Prefiled,Referred to Judiciary and Public Safety Finance and Policy,4/23/20,https://quorum.us/bill/2727811
S.F.4520: Cumulative impact analysis requirements modification,Minnesota,Cumulative impact analysis requirements modification,https://www.revisor.mn.gov/bills/bill.php?b=Senate&f=SF4520&ssn=0&y=2019,Introduced or Prefiled,Referred to Environment and Natural Resources Finance,4/23/20,https://quorum.us/bill/2727797
H.4667: An Act Relative To Long Term Care Facility And Elder Housing Covid-19 Reporting,Massachusetts,"Substituted by the House, on motion of Ms. Balser of Newton, for a bill with the same title (House, No. 4663). April 21, 2020.",https://malegislature.gov/Bills/191/H4667,Passed Original Chamber,Read; and referred to the committee on Senate Ways and Means,4/23/20,https://quorum.us/bill/2727758
S.F.4515: COVID-19 public transit temporary halt during public health emergency requirement,Minnesota,COVID-19 public transit temporary halt during public health emergency requirement,https://www.revisor.mn.gov/bills/bill.php?b=Senate&f=SF4515&ssn=0&y=2019,Introduced or Prefiled,Referred to Transportation Finance and Policy,4/23/20,https://quorum.us/bill/2727785
"S.D.2921: An Act To Provide Liability Protections For Contractors, Sub-Contractors And Unions During The Covid-19 Pandemic",Massachusetts,"By Mr. Feeney, a petition (accompanied by bill) (subject to Joint Rule 12) of Paul R. Feeney for legislation to provide liability protections for contractors, sub-contractors and unions during the COVID-19 Pandemic. The Judiciary.",https://malegislature.gov/Bills/191/SD2921,Introduced or Prefiled,"Referred to the committee on Rules of the two branches, acting concurrently",4/23/20,https://quorum.us/bill/2727851
S.B. 3007: Covid-19 Provisions,Utah,Contagious Virus Provisions,https://le.utah.gov/~2020S3/bills/static/SB3007.html,Sent to Executive,Senate enrolled bill to Printing,4/24/20,https://quorum.us/bill/2724998
S.F.4516: COVID-19 public transit temporary halt to all nonessential travel in metropolitan area requirement,Minnesota,COVID-19 public transit temporary halt to all nonessential travel in metropolitan area requirement,https://www.revisor.mn.gov/bills/bill.php?b=Senate&f=SF4516&ssn=0&y=2019,Introduced or Prefiled,Referred to Transportation Finance and Policy,4/23/20,https://quorum.us/bill/2727822
H.D.5041: An Act Relative To Internet Speed During The Covid-19 Outbreak,Massachusetts,An Act Relative To Internet Speed During The Covid-19 Outbreak,https://malegislature.gov/Bills/191/HD5041,Introduced or Prefiled,Draft Filed,4/21/20,https://quorum.us/bill/2727743
H.B. 3006: Election Amendments,Utah,Election Amendments,https://le.utah.gov/~2020S3/bills/static/HB3006.html,Enacted,House to Governor,4/22/20,https://quorum.us/bill/2724726
S.B. 3001: Pandemic Response Appropriations Adjustments,Utah,Pandemic Response Appropriations Adjustments,https://le.utah.gov/~2020S3/bills/static/SB3001.html,Enacted,Governor Signed,4/22/20,https://quorum.us/bill/2724724
"H.B. 881: Illegal gambling; definitions, skill games.",Virginia,"Illegal gambling; skill games; exception. Includes the playing or offering for play of any skill game in the definition of ""illegal gambling."" The bill also includes skill games within the definition of ""gambling devices."" The bill defines a ""skill game"" as an electronic, computerized, or mechanical contrivance, terminal, machine, or other device that requires the insertion of a coin, currency, ticket, token, or similar object to operate, activate, or play a game, the outcome of which is determined by any element of skill of the player and that may deliver or entitle the person playing or operating the device to receive cash; cash equivalents, gift cards, vouchers, billets, tickets, tokens, or electronic credits to be exchanged for cash; merchandise; or anything of value whether the payoff is made automatically from the device or manually. The bill exempts family entertainment centers from the prohibition against the playing or offering of any skill game, provided the prize won or distributed to a player by the skill games offered by such centers is a noncash, merchandise prize or a voucher, billet, ticket, token, or electronic credit redeemable only for a noncash, merchandise prize that also meets certain other requirements. This bill is identical to SB 971.",http://lis.virginia.gov/cgi-bin/legp604.exe?201+sum+HB881,Enacted,"Enacted, Chapter 1217 (effective - see bill)",4/22/20,https://quorum.us/bill/2655845
"H.B. 340: Emergency laws; civil relief, citizens of the Commonwealth furloughed.",Virginia,"Emergency laws; civil relief; citizens of the Commonwealth furloughed or otherwise not receiving wages or payments due to closure of the federal government. Provides a 60-day stay of an unlawful detainer for nonpayment of rent for tenants and a 30-day stay of foreclosure proceedings for homeowners of, and owners who rent to a tenant, a one-family to four-family residential dwelling unit who request a stay and provide written proof, defined in the bill, that they are (i) an employee of the United States government, (ii) an independent contractor for the United States government, or (iii) an employee of a company under contract with the United States government who was furloughed or was or is otherwise not receiving wages or payments as a result of a closure of the United States government, defined in the bill. The bill requires homeowners and owners who rent to a tenant a one-family to four-family residential dwelling unit to request such stay of foreclosure proceedings within 90 days of a closure of the United States government or 90 days following the end of such closure, whichever is later.",http://lis.virginia.gov/cgi-bin/legp604.exe?201+sum+HB340,Enacted,"Enacted, Chapter 1202 (effective 4/22/20)",4/22/20,https://quorum.us/bill/2653677
A.B.1107: Unemployment benefits: temporary additional benefits.,California,"Under existing law, unemployment compensation benefits are based on wages paid in a base period that is calculated according to the month within which the benefit year begins. Existing law provides that a weekly unemployment compensation benefit amount may be paid to an individual whose highest wages in the quarter of their base period exceeded $900, but a weekly benefit amount shall not exceed $450.
This bill would, until March 1, 2021, instead provide that once the temporary federal unemployment increase due to the COVID-19 outbreak has ceased, an individual’s weekly benefit amount would be increased by $600, notwithstanding the weekly benefits cap.
Because this bill would
expand the scope of payments from the Unemployment Disability Compensation Fund, which is continuously appropriated, it would make an appropriation.",https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1107,Passed Original Chamber,"From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Committee on L., P.Committee on Elections and Redistricting",4/22/20,https://quorum.us/bill/2562751
